Protein	Protein State	Deut Time	MS File	Start Idx	End Idx	z	maxD	#D left	#D right	Start RT	End RT	Confidence	Theor mono m/z	mono inty	m+1 inty	m+2 inty	...																													
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	384	390	1	5	2.2794	0	8.13	8.3	High	788.3937	6532.1982	17881.0543	29301	29013.9588	20986.1957	9178.1632	2651.7774	473.9309	129.2132	16.0958	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	389	399	2	8	3.8099	0	7.67	7.97	Medium	675.2969	1621.0738	2884.9754	4300.9765	7092.0593	9968.9459	10394	7497.9225	5089.0712	2527.9616	997.9255	504.9896	494.0461	310.0674	230.9249	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	389	407	3	16	7.1654	0	9.74	9.96	Medium	746.7038	1248.9939	1309.9943	1641.9789	1056.9986	758.9872	906.0115	814.0211	960.0213	1324.02	2449.0095	2726.9842	2918	2519.0041	1656.9841	1250.9976	1006.9961	514.0061	156.0185	154.9944	93.994	146.9798	165.9923	243.022	167.0164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	390	399	2	7	3.4679	0	6.35	6.62	Medium	617.7834	2179.9696	4074.0697	5221.9874	7686.9671	9386	7187.9846	4719.9972	2424.0185	953.9963	569.0177	5843.997	245.0514	341.0096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	390	400	2	8	3.504	0	8.9	9.06	Low	683.3036	1208.9943	1618.9615	1947.0424	5245.9444	7753.0564	8783	3875.9921	1674.9818	641.9557	340.9469	327.0088	526.9666	543.9871	598.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	390	406	2	14	7.6813	0	6.76	6.81	Low	1005.4965	76.0009	34.9984	141.0036	73.9969	33.9965	68.0008	121.9975	129.9976	89.003	183.0001	184.9962	94.9991	200.0023	42.9985	120.0014	13.9962	48.0005	96.0011	104.0012	30.9984	40.0005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	391	399	1	6	3.0958	0	4.78	5.05	Medium	1071.4962	405.9885	381.9871	823.9938	1519.0004	2117	1240.9978	768.0121	487.0053	211.0055	43.9972	42.9958	23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	391	400	2	7	3.4441	0	7.37	7.67	Medium	601.772	35493.9696	55224.0054	93245.704	138004.4881	173279	125082.9275	82288.686	87341.5001	63891.2605	29129.6978	6996.2041	2170.7799	512.9492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	391	404	2	11	6.9359	0	6.63	6.93	Medium	816.4013	1256.0765	1910.3268	3278.5904	3962.198	7051.014	11809.0067	15342.3773	18235.1279	21192.884	13673.2005	9282.175	4164.5543	1890.4057	1225.6707	16387.7098	23082.2412	17277.8675	9360.8108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	391	406	2	13	6.78	0	5.43	5.73	Medium	923.9648	1184.0284	1589.0477	1689.0324	2544.0732	3523.0515	4042.0279	6473.9587	8703.0169	11892	11506.034	9936.0396	7591.0282	4079.9531	1789.9243	718.0384	530.9528	681.0205	473.067	238.0759	375.9857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	391	407	2	14	7.2597	0	7.99	8.3	Medium	980.5069	1635.9608	2309.073	2220.881	2075.1049	2724.8721	5001.0028	7076.8859	8988.0575	13629.0296	15072.0057	16999	13458.0929	8478.1005	4888.9472	1988.9881	866.0969	295.9618	229.0397	515.923	220.9987	260.9444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	391	410	3	17	7.7929	0	7.79	8.09	Medium	772.7339	1680.9934	2273.0064	2977.0013	2745.0327	2124.0341	2068.001	1701.9742	2427.0342	3429.9848	3131.0292	5465.04	4920.9711	5522	4250.0062	3851.0336	2827.018	1566.9892	684.0253	517.0213	235.002	328.0254	352.9665	320.0207	463.0105	565.9766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	400	406	1	5	2.3982	0	3.01	3.32	Medium	794.4441	1773.9948	3341.9821	5176.972	6011	4602.9759	2229.0276	712.955	232.9738	60.9951	84.0173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	400	407	1	6	3.5068	0	4.79	5	Medium	907.5281	363.9885	633.9943	631.0087	1242.007	1617	1611.9912	1212.9906	315.9978	141.011	60.9937	11.0045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	400	410	2	9	5.7901	0	4.32	4.45	Low	632.3581	186.027	316.0241	432.0378	506.9694	390.9557	566.9532	871.0192	6320	446.0212	517.9632	146.97	409.9538	40.0214	191.0417	51.9796	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	400	425	3	24	11.6813	0	11.73	12.03	Low	1015.5146	549.0066	1158.9807	950.9918	1170.0248	924.0063	1245.9842	1228.9933	1526.9841	2259.9924	1980.9915	2234.0063	2409.0127	2090.9827	2143.0049	2635.9915	2387.0245	2793.0076	2751.9795	2519.004	3113.986	3275	2319.0108	1574.0089	983.0247	577.9911	279.0009	487.9892	604.9767	257.0127	340.0183	346.0151	416.9772	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	401	407	1	5	2.4066	0	4.09	4.21	Medium	776.4876	1157.0016	1565.9876	1605.0034	2700	2652.9915	1635.9854	305.9876	160.0183	19.9817	46.0197	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	401	425	3	23	10.9959	0	11.49	11.79	Low	971.8344	440.0305	1517.0208	1783.9961	1467.94	1688.9853	965.0133	866.9729	1633.9664	1423.949	1751.0332	1453.034	1247.9853	1500.0546	1454.9729	1771.9985	2182.9442	2458.039	2793.9698	2320.9763	2105.9903	1926.9969	1001.9754	810.0149	584.0009	440.0305	325.9934	349.019	1022.9407	1163.0331	1107.0446	719.0034	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	405	425	3	19	6.6431	0	10.83	11.14	Low	828.7482	5301.9947	9730.0512	9392.9828	6347.0148	4657.9671	5081.9661	5843.0335	6215.9241	6790.9322	7925.971	7453.0253	7875.9434	8723.9414	10119	9067.0316	6720.0598	7419.9824	3813.0572	2506.0101	1328.0464	667.9605	409.0216	753.0383	827.9252	554.9353	596.0073	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	407	424	3	16	7.584	0	9.63	9.94	Medium	713.359	605.9795	1441.0028	1797.9932	1688.0193	1393.9886	1204.0138	1833.9936	2022.9821	2348.0269	2486.0011	3591	3406.9979	3490.0125	2887.9783	2292.0262	1092.0125	565.9791	416.9911	293.976	152.9881	85.9736	116.9876	227.0163	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	407	425	2	17	9.1	0	10.63	10.79	Medium	1135.0551	221.9799	314.9971	536.0311	727.9776	918.0321	1150.0233	1742.0223	1863.0235	2366.0256	3585.0235	3801.0125	5166	4734.9679	4228.9703	2929.016	2312.0284	1370.0325	660.9737	259.0292	174.9984	189.9757	103.9743	131.0123	313.9724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	408	423	2	14	7.2123	0	5.91	6.03	Low	956.4508	61.0008	92.9992	78.9992	320.9977	77	96.9977	92.0023	148.0023	357	248.9984	248.0016	127.0023	197.0023	54.0008	337.0023	24.9984	112	17.9984	73.0016	24.9984	64.9992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	408	424	2	15	6.7952	0	9.19	9.25	Low	1012.9929	51.0003	169.002	194.9999	135.999	342.0016	163.9983	217.0001	320.0014	258.9991	229.999	242.0025	258.9991	167.0005	168.0013	45.0012	78.9996	90.9978	67.0014	99.9991	76.9982	27.9993	58.0001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	408	425	3	16	6.3037	0	10.19	10.49	Medium	719.3445	13926.2776	26448.2246	25863.0869	22409.019	23249.2767	24819.7864	28558.8163	36607.9707	31424.2357	38347	36526.0514	35499.1348	31757.7642	19110.0126	12822.7078	5678.1764	3259.2171	1644.237	1012.8734	1252.7798	1300.7611	1469.2808	1221.7675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	411	420	2	8	3.8476	0	5.88	6.1	Low	593.2622	780.9729	601.0109	699.9786	850.9708	1174.0378	1142.0345	1217.0376	538.976	383.9644	188.9866	194.9778	275.9721	182.0096	288.0302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	411	425	2	13	6.376	0	10.48	10.63	Medium	900.4227	2391.0098	3401.1404	3935.8656	6484.9201	7345.904	10200.8789	13093.1406	19900.0822	27768	21213.1673	15790.0708	11643.1963	4987.9438	2199.068	946.1501	1010.1306	996.9956	349.9865	355.0711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	413	425	2	11	5.1287	0	9.5	9.78	Low	754.3697	2233.1939	2042.7102	2336.5993	2630.4883	2822.7861	2621.4176	3198.3109	3806.0444	3722.5945	2554.2948	2175.1417	1099.3627	665.7857	475.302	337.4282	357.3836	531.54	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	415	425	2	9	5.7374	0	10.19	10.45	Low	618.8057	837.9891	1442.0669	1789.0739	1762.0545	3114.9572	3417.9611	3846.0265	3334.0078	6338.9572	1139.063	1017.0895	676.0654	832.9712	888.9401	825.0584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	418	425	1	6	3.0262	0	9.51	9.75	Medium	908.4658	2068.0007	2874.9869	3381.0183	4160.0086	4932	3520.0189	1650.0206	647.967	288.9888	163.9861	204.0231	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	426	441	2	12	6.6829	0	6.51	6.81	Medium	941.9251	923.0957	1490.8515	1591.8654	2748.1529	4092.1401	9249.9416	16176.9203	21536.0334	23475	23010.0492	15882.1172	8159.9222	3196.9844	1654.9096	1244.0478	809.9027	501.1295	596.054	296.9524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	426	445	3	16	7.7157	0	6.24	6.41	Medium	790.377	2140.0947	3724.1091	5745.0769	5034.9694	5688.0729	6129.9124	5374.8996	7347.9376	7857.0186	9766.0724	14025.0888	15248	13505.0723	10976.8848	8156.9296	3615.9177	2365.0861	983.9596	918.1141	701.0334	144.9531	389.9542	556.0803	702.8948	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	426	448	3	19	9.4945	0	9.09	9.39	Medium	909.1002	863.1491	1991.12	2709.1127	3552.0816	4488.1629	6211.9828	7144.1696	10485.9516	10575.1696	11579.9346	12605.942	17862.0173	19488.8303	23202	19329.8664	14753.9017	9350.8999	6436.09	3031.9971	1417.9295	1021.0509	637.9798	325.0086	602.9298	1108.8527	926.8763	1023.1751	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	426	453	4	24	13.1387	0	13.4	13.69	Medium	847.6572	584.1825	2496.0525	2056.2258	3790.9099	3891.8141	4837.1276	6024.8045	6914.1137	7398.8403	8927.8535	9723.0176	9975.0369	13008.9235	14525.8668	16753.9678	23991.0716	27924.889	29504.1129	31640	27714.873	20328.1025	13173.0739	7408.0134	3705.9379	2798.7652	1187.194	822.2007	1068.9091	979.1092	1179.9521	996.9726	1697.026	1329.1359
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	428	445	3	14	1.0976	0	6.31	6.37	Low	712.3435	295.0076	389.9961	381.0069	149.9934	239.0002	41.003	96.0078	202.9931	49.0064	97.9961	48.0039	41.003	134.0032	51.9973	64.9966	50.9947	28.0037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	429	441	2	9	4.3939	0	5.19	5.48	Medium	767.8534	6791.5353	12036.4303	18707.2391	31319.1322	58683.8015	86315.4104	87909	63803.9458	38358.8276	13242.3537	5644.6337	1687.4879	827.6471	262.9154	194.5038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	429	445	3	13	6.3287	0	5.24	5.54	Low	674.3292	5079.05	6313.9897	5394.0875	5447.0472	2455.0072	2702.0314	4361.9181	5755.9182	6923.9328	11886	8097.0258	7244.9555	5574.0053	2854.0184	1209.004	712.0537	570.0419	661.089	640.0503	1181.0732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	429	448	3	16	10.2169	0	8.54	8.66	Low	793.0524	163.0021	323.9979	237.9972	133.0026	383.9969	240.0036	284.9992	388.0023	290.0004	291.9994	312.9998	367.9977	318.9967	145.9997	184.0025	184.9983	283.0002	446.9982	232.0003	246.0006	487	395.0024	228.0023	309.0018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	429	453	4	21	10.5123	0	13.3	13.57	Medium	760.6214	965.9976	2479.0677	4825.0967	5720.9066	6234.964	7810.8851	6245.969	6703.0448	6664.894	4938.0817	5169.9211	4917.0499	7873.9806	11117.0423	13683.9057	14803.9737	16027	15789.0467	12789.074	8030.0076	5019.0298	2391.0274	1078.0044	910.9724	530.9318	390.0674	375.8831	585.957	425.0389	748.0979	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	430	441	2	8	3.5101	0	4.88	5.19	Medium	716.3488	7386.1892	11346.0205	13901.1018	19211.1986	25266.0734	31049	25801.9156	13369.9974	5598.1534	2029.1885	960.8205	334.013	522.1027	157.7679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	430	445	3	12	5.8422	0	5.02	5.32	Medium	639.9928	2061.0174	2806.0152	1840.9765	1423.0113	883.9673	1394.978	2306.9787	3389.9972	4281.9942	4616	4460.9711	2742.9753	1599.03	842.9738	517.9837	118.9658	197.0085	294.9845	249.9761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	430	448	3	15	7.3835	0	8.36	8.5	Low	758.716	18.0018	78	75.0007	111.9982	161.9986	231.0007	130.9998	208	216.9979	136.9984	208.9998	225.0021	209.9995	123.0016	201.0016	95.0021	138.9979	45.0016	44.0018	265.9986	86.9979	101.0007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	430	453	3	20	11.6947	0	13.32	13.46	Medium	979.4897	127.0122	172.0146	250.0094	345.9843	569.0062	359.0067	544.9863	572.0087	835.9832	687.9885	628.0086	777.0158	1421.9919	1616.0015	1782.0111	2288	1636.0064	1354.9946	1031.9828	513.0064	256.0144	163.9847	163.0071	49.9949	303.0068	116.9923	138.9872	161.9947	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	431	441	2	7	3.0206	0	4.15	4.45	Medium	634.8171	16109.7635	30142.2283	38241.1258	61652.6127	80127	64678.6954	39074.9797	14762.3926	4818.5017	1332.699	628.4471	249.4226	146.7192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	431	445	2	11	6.2685	0	4.29	4.52	Medium	877.954	162.9776	418.9947	459.008	806.0177	1059.0131	1532.9835	2495.9842	2555.9798	3107.0039	3194	1858.9874	1026.018	413	179.0122	146.9917	96.9873	133.9789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	431	448	3	14	6.6227	0	7.68	7.87	Medium	704.3616	2039.169	5030.744	6777.3883	9403.3074	10571.7054	12160.1823	13714.6448	16170.4914	18884.8482	25029.5669	23359.4552	20842.3825	10945.8648	5479.7353	2947.3561	2569.7952	517.0203	479.6044	726.2095	1668.411	605.458	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	431	453	3	19	0	0	0	0	Low	2772.384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	431	453	4	19	9.6958	0	13.2	13.5	High	694.1033	3552.7561	8109.9147	11659.77	14409.7295	15311.8786	15206.7246	13725.1404	12585.8508	13875.9821	13361.8151	14715.764	17921.8744	30657.1164	41284.9264	47526	47000.2298	33169.2102	23159.2708	13569.2223	6114.1635	3092.9792	1456.9274	859.3623	755.6587	818.7511	1559.1806	1372.8041	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	442	448	1	5	2.8527	0	3.5	3.68	Medium	861.4611	661	1355.985	1532.0155	2798	2746.9798	1772.0026	795.0188	336.0076	66.9881	44.0183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	442	450	2	7	3.0175	0	8.69	8.83	Medium	554.3026	3254.954	10304	7418.0624	4708.064	8638.9453	9007.9617	7694.9426	4492.9748	2354.032	669.9526	257.0694	258.0127	107.0729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	442	452	2	9	5.1599	0	11.32	11.47	Low	684.3441	707.995	889.9935	903.0061	692.9915	939.004	841.0008	944.9948	1090.9953	671.9971	442.0014	233.9955	497.9982	296.9963	214.9921	275.0065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	442	453	2	10	5.025	0	9.32	9.62	Medium	762.3947	6843.3365	15195.3243	23895.8017	26121.2829	25170.6562	29476.0471	45263.9507	48182	47090.2129	35548.148	18203.8044	8779.8801	3196.6939	1307.2037	422.0107	138.9547	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	446	453	1	6	4.0371	0	10.37	10.52	Medium	1037.5084	451.9999	655.0213	1936.9848	2133.0127	2989.0047	3446	1863.0011	1749.0021	767.0222	711.0218	209.0158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	453	467	2	10	5.6423	0	6.73	7.03	Medium	857.9271	1404.9734	1775.9952	1600.9635	2214.9904	3237.0467	4515.986	5685.979	6187	4858.9687	2402.9558	1826.0312	982.0275	607.9847	1306.9784	1139.0273	1266.0055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	454	466	2	8	5.0697	0	8.11	8.24	Low	744.358	178.9928	262.0092	323.9971	307.9946	415.0051	506.9953	423.9981	508.998	243.0026	355.0007	190.0077	273.0049	242.0013	104.0064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	454	467	2	9	4.9401	0	7.22	7.51	High	779.8765	16431.2462	28213.5035	32356.5058	62890.6994	122581.89	181888.8353	237106.0399	249322	179237.1616	86713.9139	34201.6446	11226.8135	3165.269	1209.8023	483.1601	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	454	477	3	15	9.1049	0	7.49	7.8	High	831.0857	1051.0775	2130.5318	3056.7512	3820.6553	3482.4035	4641.3129	6894.4326	13842.2136	29880.7931	47288.2705	74387	67382.4654	62297.3389	49929.585	27197.4808	13314.4047	6167.9859	2800.2248	1054.4827	646.9915	558.4558	345.0621	1278.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	468	477	1	4	2.8552	0	3.69	3.99	Medium	951.5146	1481.9336	3180.038	7305.9062	13967.0692	14530	7761.0842	2000.0783	454.9563	127.0419	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_22	471	477	1	2	1.6116	0	3.65	3.88	Low	678.3821	327.0049	758.9925	682.9899	488.0099	300.9961	61.0174	31.0039	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_23	1	26	3	22	10.986	0	10.14	10.37	Medium	912.1034	725.0509	972.9501	1204.9996	1243.9507	1231.0016	698.013	736.9642	947.0518	733.0276	1197.9552	2275.9492	2191.0025	2841.9841	4657.0458	5406.9591	6789	5248.979	4559.0463	3123.0332	1662.9864	1076.0257	958.965	281.9815	424.0082	428.9807	183.9821	336.9897	356.9832	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_23	5	26	3	18	8.5658	0	9.63	9.94	Medium	772.7193	1019.985	1329.9903	2271.9887	1416.0099	1519.0326	1213.981	1402.0192	1682.972	2029.9958	2463.9764	3271.0211	4387	4312.0257	4015.007	3533.9666	2069.0226	1472.977	678.9859	326.0043	239.9847	235.9682	125.9836	158.9857	159.9898	203.9702	330.0208	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_23	12	26	2	12	5.3114	0	8.95	9.17	Medium	824.3951	762.9528	666.9515	740.9654	4073.968	6094.9517	5538.9696	6399.9883	6765	6548.0163	5780.0053	3430.9652	1789.9611	955.9879	452.9613	202.0158	273.9652	136.9826	221.0096	231.0227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_23	15	21	1	5	2.9515	0	7.97	8.07	Medium	688.3334	0	3309.8666	6179.945	18311	8202.0204	2048.8985	728.1371	148.9244	129.9247	155.9096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_23	15	22	1	6	5.5844	0	6.69	6.84	Low	817.376	0	0	2014.1113	4354.0415	3047.0948	1814.031	5742.2135	3500.029	1505.1914	420.8111	284.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
	apo BRD4(1-477) wt	14400s	N66428_23_01_23	15	26	2	10	4.8847	0	7.98	8.27	Medium	632.781	5765.9945	6107.1622	8394.8088	16829.2035	29972.2332	31855.1664	34135	32223.94	25581.8477	15108.7807	4770.0974	3219.998	1080.7984	749.0063	501.0738	354.1894	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
